row_type,service,major_group_code,major_group_name,afsc_code,afsc_family,skill_level_num,skill_level_name,skill_tier,afsc_title,shred_code,shred_title,aircraft_tags,authorized_without_shredouts,is_data_mask,page,effective_date,source_file,afsc_code_plain,search_key_plain,search_key,join_key_afsc_skill,join_key_afsc_skill_shred,text,id
shred,USAF,1N,INTELLIGENCE,1N271,1N2,7,Craftsman/Advanced,craftsman,Signals Intelligence,H,Korean,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N271,1N271/H,1N271/H,1N271|7,1N271|7|H,USAF 1N 1N271 (Craftsman/Advanced) : Signals Intelligence | Shred H: Korean,1n271:7:h:b4c38baf78
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N292,1N2,9,Superintendent,superintendent,Superintendent,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N292,1N292,1N292,1N292|9,1N292|9|,USAF 1C 1N292 (Superintendent) : Superintendent,1n292:9:_:2e23dca6eb
shred,USAF,1N,INTELLIGENCE,1N292,1N2,9,Superintendent,superintendent,Superintendent,A,Analyst,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N292,1N292/A,1N292/A,1N292|9,1N292|9|A,USAF 1N 1N292 (Superintendent) : Superintendent | Shred A: Analyst,1n292:9:a:0b4f58910f
shred,USAF,1N,INTELLIGENCE,1N292,1N2,9,Superintendent,superintendent,Superintendent,J,Spanish,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N292,1N292/J,1N292/J,1N292|9,1N292|9|J,USAF 1N 1N292 (Superintendent) : Superintendent | Shred J: Spanish,1n292:9:j:892c8b4722
shred,USAF,1N,INTELLIGENCE,1N292,1N2,9,Superintendent,superintendent,Superintendent,K,Persian,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N292,1N292/K,1N292/K,1N292|9,1N292|9|K,USAF 1N 1N292 (Superintendent) : Superintendent | Shred K: Persian,1n292:9:k:b30c4ffe07
shred,USAF,1N,INTELLIGENCE,1N292,1N2,9,Superintendent,superintendent,Superintendent,M,Pashto,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N292,1N292/M,1N292/M,1N292|9,1N292|9|M,USAF 1N 1N292 (Superintendent) : Superintendent | Shred M: Pashto,1n292:9:m:15a0c5cbd9
shred,USAF,1N,INTELLIGENCE,1N292,1N2,9,Superintendent,superintendent,Superintendent,Z,Divested Languages,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N292,1N292/Z,1N292/Z,1N292|9,1N292|9|Z,USAF 1N 1N292 (Superintendent) : Superintendent | Shred Z: Divested Languages,1n292:9:z:669053e570
base,USAF,1N,INTELLIGENCE,1N331*,1N3,3,Apprentice/Semiskilled,apprentice,Cryptologic Language Analyst,,,,true,false,2,2025-04-30,EnlClassStructue.pdf,1N331,1N331,1N331*,1N331*|3,1N331*|3|,USAF 1N 1N331* (Apprentice/Semiskilled) : Cryptologic Language Analyst,1n331*:3:_:da1f285686
shred,USAF,1N,INTELLIGENCE,1N331*,1N3,3,Apprentice/Semiskilled,apprentice,Cryptologic Language Analyst,F,Arabic,,true,false,2,2025-04-30,EnlClassStructue.pdf,1N331,1N331/F,1N331*/F,1N331*|3,1N331*|3|F,USAF 1N 1N331* (Apprentice/Semiskilled) : Cryptologic Language Analyst | Shred F: Arabic,1n331*:3:f:ec660a471c
shred,USAF,1N,INTELLIGENCE,1N331*,1N3,3,Apprentice/Semiskilled,apprentice,Cryptologic Language Analyst,G,Chinese,,true,false,2,2025-04-30,EnlClassStructue.pdf,1N331,1N331/G,1N331*/G,1N331*|3,1N331*|3|G,USAF 1N 1N331* (Apprentice/Semiskilled) : Cryptologic Language Analyst | Shred G: Chinese,1n331*:3:g:f5923aa234
shred,USAF,1N,INTELLIGENCE,1N331*,1N3,3,Apprentice/Semiskilled,apprentice,Cryptologic Language Analyst,H,Korean,,true,false,2,2025-04-30,EnlClassStructue.pdf,1N331,1N331/H,1N331*/H,1N331*|3,1N331*|3|H,USAF 1N 1N331* (Apprentice/Semiskilled) : Cryptologic Language Analyst | Shred H: Korean,1n331*:3:h:9aabc369b0
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N351,1N3,5,Journeyman/Skilled,journeyman,Cryptologic Language Analyst,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N351,1N351,1N351,1N351|5,1N351|5|,USAF 1C 1N351 (Journeyman/Skilled) : Cryptologic Language Analyst,1n351:5:_:9faeb4e416
shred,USAF,1N,INTELLIGENCE,1N351,1N3,5,Journeyman/Skilled,journeyman,Cryptologic Language Analyst,F,Arabic,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N351,1N351/F,1N351/F,1N351|5,1N351|5|F,USAF 1N 1N351 (Journeyman/Skilled) : Cryptologic Language Analyst | Shred F: Arabic,1n351:5:f:3abd9614aa
shred,USAF,1N,INTELLIGENCE,1N351,1N3,5,Journeyman/Skilled,journeyman,Cryptologic Language Analyst,G,Chinese,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N351,1N351/G,1N351/G,1N351|5,1N351|5|G,USAF 1N 1N351 (Journeyman/Skilled) : Cryptologic Language Analyst | Shred G: Chinese,1n351:5:g:b61ad0949e
shred,USAF,1N,INTELLIGENCE,1N351,1N3,5,Journeyman/Skilled,journeyman,Cryptologic Language Analyst,H,Korean,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N351,1N351/H,1N351/H,1N351|5,1N351|5|H,USAF 1N 1N351 (Journeyman/Skilled) : Cryptologic Language Analyst | Shred H: Korean,1n351:5:h:ea5bb038b9
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N371,1N3,7,Craftsman/Advanced,craftsman,Cryptologic Language Analyst,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N371,1N371,1N371,1N371|7,1N371|7|,USAF 1C 1N371 (Craftsman/Advanced) : Cryptologic Language Analyst,1n371:7:_:3ffccffb24
shred,USAF,1N,INTELLIGENCE,1N371,1N3,7,Craftsman/Advanced,craftsman,Cryptologic Language Analyst,F,Arabic,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N371,1N371/F,1N371/F,1N371|7,1N371|7|F,USAF 1N 1N371 (Craftsman/Advanced) : Cryptologic Language Analyst | Shred F: Arabic,1n371:7:f:37109b02e4
shred,USAF,1N,INTELLIGENCE,1N371,1N3,7,Craftsman/Advanced,craftsman,Cryptologic Language Analyst,G,Chinese,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N371,1N371/G,1N371/G,1N371|7,1N371|7|G,USAF 1N 1N371 (Craftsman/Advanced) : Cryptologic Language Analyst | Shred G: Chinese,1n371:7:g:bbf786cf1f
shred,USAF,1N,INTELLIGENCE,1N371,1N3,7,Craftsman/Advanced,craftsman,Cryptologic Language Analyst,H,Korean,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N371,1N371/H,1N371/H,1N371|7,1N371|7|H,USAF 1N 1N371 (Craftsman/Advanced) : Cryptologic Language Analyst | Shred H: Korean,1n371:7:h:aea5046329
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N431,1N4,3,Apprentice/Semiskilled,apprentice,Cyber Intelligence,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N431,1N431,1N431,1N431|3,1N431|3|,USAF 1C 1N431 (Apprentice/Semiskilled) : Cyber Intelligence,1n431:3:_:976eba3f66
shred,USAF,1N,INTELLIGENCE,1N431,1N4,3,Apprentice/Semiskilled,apprentice,Cyber Intelligence,A,Analyst,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N431,1N431/A,1N431/A,1N431|3,1N431|3|A,USAF 1N 1N431 (Apprentice/Semiskilled) : Cyber Intelligence | Shred A: Analyst,1n431:3:a:37984bcd39
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N432,1N4,3,Apprentice/Semiskilled,apprentice,Cryptologic Analyst & Reporter,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N432,1N432,1N432,1N432|3,1N432|3|,USAF 1C 1N432 (Apprentice/Semiskilled) : Cryptologic Analyst & Reporter,1n432:3:_:1568e52b82
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N451,1N4,5,Journeyman/Skilled,journeyman,Cyber Intelligence,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N451,1N451,1N451,1N451|5,1N451|5|,USAF 1C 1N451 (Journeyman/Skilled) : Cyber Intelligence,1n451:5:_:d584b62a08
shred,USAF,1N,INTELLIGENCE,1N451,1N4,5,Journeyman/Skilled,journeyman,Cyber Intelligence,A,Analyst,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N451,1N451/A,1N451/A,1N451|5,1N451|5|A,USAF 1N 1N451 (Journeyman/Skilled) : Cyber Intelligence | Shred A: Analyst,1n451:5:a:c314b457c4
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N452,1N4,5,Journeyman/Skilled,journeyman,Cryptologic Analyst & Reporter,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N452,1N452,1N452,1N452|5,1N452|5|,USAF 1C 1N452 (Journeyman/Skilled) : Cryptologic Analyst & Reporter,1n452:5:_:563452eec5
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N471,1N4,7,Craftsman/Advanced,craftsman,Cyber Intelligence,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N471,1N471,1N471,1N471|7,1N471|7|,USAF 1C 1N471 (Craftsman/Advanced) : Cyber Intelligence,1n471:7:_:dabfd5d46f
shred,USAF,1N,INTELLIGENCE,1N471,1N4,7,Craftsman/Advanced,craftsman,Cyber Intelligence,A,Analyst,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N471,1N471/A,1N471/A,1N471|7,1N471|7|A,USAF 1N 1N471 (Craftsman/Advanced) : Cyber Intelligence | Shred A: Analyst,1n471:7:a:3375e55f9c
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N472,1N4,7,Craftsman/Advanced,craftsman,Cryptologic Analyst & Reporter,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N472,1N472,1N472,1N472|7,1N472|7|,USAF 1C 1N472 (Craftsman/Advanced) : Cryptologic Analyst & Reporter,1n472:7:_:a12333f996
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N731,1N7,3,Apprentice/Semiskilled,apprentice,Human Intelligence Specialist,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N731,1N731,1N731,1N731|3,1N731|3|,USAF 1C 1N731 (Apprentice/Semiskilled) : Human Intelligence Specialist,1n731:3:_:abbdd43e3f
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N771,1N7,7,Craftsman/Advanced,craftsman,Human Intelligence Specialist,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N771,1N771,1N771,1N771|7,1N771|7|,USAF 1C 1N771 (Craftsman/Advanced) : Human Intelligence Specialist,1n771:7:_:818cb19f88
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N831,1N8,3,Apprentice/Semiskilled,apprentice,Targeting Analyst,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N831,1N831,1N831,1N831|3,1N831|3|,USAF 1C 1N831 (Apprentice/Semiskilled) : Targeting Analyst,1n831:3:_:cc2b9455b3
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N851,1N8,5,Journeyman/Skilled,journeyman,Targeting Analyst,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N851,1N851,1N851,1N851|5,1N851|5|,USAF 1C 1N851 (Journeyman/Skilled) : Targeting Analyst,1n851:5:_:57dd6989a9
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1N871,1N8,7,Craftsman/Advanced,craftsman,Targeting Analyst,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1N871,1N871,1N871,1N871|7,1N871|7|,USAF 1C 1N871 (Craftsman/Advanced) : Targeting Analyst,1n871:7:_:453fea5aa1
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1P000,1P0,00,Chief Enlisted Manager,cem,Aircrew Flight Equipment,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P000,1P000,1P000,1P000|00,1P000|00|,USAF 1C 1P000 (Chief Enlisted Manager) : Aircrew Flight Equipment,1p000:00:_:848a460bd3
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P000,1P0,00,Chief Enlisted Manager,cem,Aircrew Flight Equipment,A,Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P000,1P000/A,1P000/A,1P000|00,1P000|00|A,USAF 1P 1P000 (Chief Enlisted Manager) : Aircrew Flight Equipment | Shred A: Ejection Seat Aircraft,1p000:00:a:fcdf93d79d
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P000,1P0,00,Chief Enlisted Manager,cem,Aircrew Flight Equipment,B,Non-Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P000,1P000/B,1P000/B,1P000|00,1P000|00|B,USAF 1P 1P000 (Chief Enlisted Manager) : Aircrew Flight Equipment | Shred B: Non-Ejection Seat Aircraft,1p000:00:b:2562ab6470
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1P031,1P0,3,Apprentice/Semiskilled,apprentice,Aircrew Flight Equipment,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P031,1P031,1P031,1P031|3,1P031|3|,USAF 1C 1P031 (Apprentice/Semiskilled) : Aircrew Flight Equipment,1p031:3:_:1cfbdb71ac
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P031,1P0,3,Apprentice/Semiskilled,apprentice,Aircrew Flight Equipment,A,Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P031,1P031/A,1P031/A,1P031|3,1P031|3|A,USAF 1P 1P031 (Apprentice/Semiskilled) : Aircrew Flight Equipment | Shred A: Ejection Seat Aircraft,1p031:3:a:b1d7ad040e
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P031,1P0,3,Apprentice/Semiskilled,apprentice,Aircrew Flight Equipment,B,Non-Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P031,1P031/B,1P031/B,1P031|3,1P031|3|B,USAF 1P 1P031 (Apprentice/Semiskilled) : Aircrew Flight Equipment | Shred B: Non-Ejection Seat Aircraft,1p031:3:b:41e17daffb
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1P051,1P0,5,Journeyman/Skilled,journeyman,Aircrew Flight Equipment,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P051,1P051,1P051,1P051|5,1P051|5|,USAF 1C 1P051 (Journeyman/Skilled) : Aircrew Flight Equipment,1p051:5:_:517655e4d7
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P051,1P0,5,Journeyman/Skilled,journeyman,Aircrew Flight Equipment,A,Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P051,1P051/A,1P051/A,1P051|5,1P051|5|A,USAF 1P 1P051 (Journeyman/Skilled) : Aircrew Flight Equipment | Shred A: Ejection Seat Aircraft,1p051:5:a:043fc8eb11
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P051,1P0,5,Journeyman/Skilled,journeyman,Aircrew Flight Equipment,B,Non-Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P051,1P051/B,1P051/B,1P051|5,1P051|5|B,USAF 1P 1P051 (Journeyman/Skilled) : Aircrew Flight Equipment | Shred B: Non-Ejection Seat Aircraft,1p051:5:b:3a0054f1f6
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1P071,1P0,7,Craftsman/Advanced,craftsman,Aircrew Flight Equipment,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P071,1P071,1P071,1P071|7,1P071|7|,USAF 1C 1P071 (Craftsman/Advanced) : Aircrew Flight Equipment,1p071:7:_:8a4d9434e6
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P071,1P0,7,Craftsman/Advanced,craftsman,Aircrew Flight Equipment,A,Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P071,1P071/A,1P071/A,1P071|7,1P071|7|A,USAF 1P 1P071 (Craftsman/Advanced) : Aircrew Flight Equipment | Shred A: Ejection Seat Aircraft,1p071:7:a:3612a5930d
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P071,1P0,7,Craftsman/Advanced,craftsman,Aircrew Flight Equipment,B,Non-Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P071,1P071/B,1P071/B,1P071|7,1P071|7|B,USAF 1P 1P071 (Craftsman/Advanced) : Aircrew Flight Equipment | Shred B: Non-Ejection Seat Aircraft,1p071:7:b:8a60fc4653
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1P091,1P0,9,Superintendent,superintendent,Aircrew Flight Equipment,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P091,1P091,1P091,1P091|9,1P091|9|,USAF 1C 1P091 (Superintendent) : Aircrew Flight Equipment,1p091:9:_:338ba222ab
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P091,1P0,9,Superintendent,superintendent,Aircrew Flight Equipment,A,Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P091,1P091/A,1P091/A,1P091|9,1P091|9|A,USAF 1P 1P091 (Superintendent) : Aircrew Flight Equipment | Shred A: Ejection Seat Aircraft,1p091:9:a:1290ec0daa
shred,USAF,1P,AIRCREW FLIGHT EQUIPMENT,1P091,1P0,9,Superintendent,superintendent,Aircrew Flight Equipment,B,Non-Ejection Seat Aircraft,,false,false,2,2025-04-30,EnlClassStructue.pdf,1P091,1P091/B,1P091/B,1P091|9,1P091|9|B,USAF 1P 1P091 (Superintendent) : Aircrew Flight Equipment | Shred B: Non-Ejection Seat Aircraft,1p091:9:b:8b7eefdcb1
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1S000,1S0,00,Chief Enlisted Manager,cem,Safety,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1S000,1S000,1S000,1S000|00,1S000|00|,USAF 1C 1S000 (Chief Enlisted Manager) : Safety,1s000:00:_:25498d30f3
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1S031,1S0,3,Apprentice/Semiskilled,apprentice,Safety,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1S031,1S031,1S031,1S031|3,1S031|3|,USAF 1C 1S031 (Apprentice/Semiskilled) : Safety,1s031:3:_:58335a5216
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1S051,1S0,5,Journeyman/Skilled,journeyman,Safety,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1S051,1S051,1S051,1S051|5,1S051|5|,USAF 1C 1S051 (Journeyman/Skilled) : Safety,1s051:5:_:97d1045218
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1S071,1S0,7,Craftsman/Advanced,craftsman,Safety,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1S071,1S071,1S071,1S071|7,1S071|7|,USAF 1C 1S071 (Craftsman/Advanced) : Safety,1s071:7:_:2a342b6f42
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1S091,1S0,9,Superintendent,superintendent,Safety,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1S091,1S091,1S091,1S091|9,1S091|9|,USAF 1C 1S091 (Superintendent) : Safety,1s091:9:_:9cf2679998
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1T000,1T0,00,Chief Enlisted Manager,cem,"Resistance, Escape (SERE)",,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1T000,1T000,1T000,1T000|00,1T000|00|,"USAF 1C 1T000 (Chief Enlisted Manager) : Resistance, Escape (SERE)",1t000:00:_:2d623991dc
shred,USAF,1T,AIRCREW PROTECTION,1T000,1T0,00,Chief Enlisted Manager,cem,"Resistance, Escape (SERE)",O,RQ-4,RQ-4,false,false,2,2025-04-30,EnlClassStructue.pdf,1T000,1T000/O,1T000/O,1T000|00,1T000|00|O,"USAF 1T 1T000 (Chief Enlisted Manager) : Resistance, Escape (SERE) | Shred O: RQ-4",1t000:00:o:124b533537
shred,USAF,1T,AIRCREW PROTECTION,1T000,1T0,00,Chief Enlisted Manager,cem,"Resistance, Escape (SERE)",R,MQ-9,MQ-9,false,false,2,2025-04-30,EnlClassStructue.pdf,1T000,1T000/R,1T000/R,1T000|00,1T000|00|R,"USAF 1T 1T000 (Chief Enlisted Manager) : Resistance, Escape (SERE) | Shred R: MQ-9",1t000:00:r:e920aaf8c2
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1T031,1T0,3,Apprentice/Semiskilled,apprentice,,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1T031,1T031,1T031,1T031|3,1T031|3|,USAF 1C 1T031 (Apprentice/Semiskilled) : ,1t031:3:_:e72547d198
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1T051,1T0,5,Journeyman/Skilled,journeyman,,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1T051,1T051,1T051,1T051|5,1T051|5|,USAF 1C 1T051 (Journeyman/Skilled) : ,1t051:5:_:d58a75e408
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1T071,1T0,7,Craftsman/Advanced,craftsman,,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1T071,1T071,1T071,1T071|7,1T071|7|,USAF 1C 1T071 (Craftsman/Advanced) : ,1t071:7:_:a40725345e
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1T091,1T0,9,Superintendent,superintendent,Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Specialist REMOTELY PILOTED AIRCRAFT (RPA) (1U) Input or Helper Level Apprentice or Semiskilled Level Journeyman or Skilled Level Craftsman or Advanced Level Superintendent Level Chief Enlisted Manager Level Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA),,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1T091,1T091,1T091,1T091|9,1T091|9|,USAF 1C 1T091 (Superintendent) : Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Specialist REMOTELY PILOTED AIRCRAFT (RPA) (1U) Input or Helper Level Apprentice or Semiskilled Level Journeyman or Skilled Level Craftsman or Advanced Level Superintendent Level Chief Enlisted Manager Level Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA),1t091:9:_:767cbeea21
shred,USAF,1T,AIRCREW PROTECTION,1T091,1T0,9,Superintendent,superintendent,Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Specialist REMOTELY PILOTED AIRCRAFT (RPA) (1U) Input or Helper Level Apprentice or Semiskilled Level Journeyman or Skilled Level Craftsman or Advanced Level Superintendent Level Chief Enlisted Manager Level Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA),O,RQ-4,RQ-4,false,false,2,2025-04-30,EnlClassStructue.pdf,1T091,1T091/O,1T091/O,1T091|9,1T091|9|O,USAF 1T 1T091 (Superintendent) : Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Specialist REMOTELY PILOTED AIRCRAFT (RPA) (1U) Input or Helper Level Apprentice or Semiskilled Level Journeyman or Skilled Level Craftsman or Advanced Level Superintendent Level Chief Enlisted Manager Level Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) | Shred O: RQ-4,1t091:9:o:2920fb403c
shred,USAF,1T,AIRCREW PROTECTION,1T091,1T0,9,Superintendent,superintendent,Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Specialist REMOTELY PILOTED AIRCRAFT (RPA) (1U) Input or Helper Level Apprentice or Semiskilled Level Journeyman or Skilled Level Craftsman or Advanced Level Superintendent Level Chief Enlisted Manager Level Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA),R,MQ-9,MQ-9,false,false,2,2025-04-30,EnlClassStructue.pdf,1T091,1T091/R,1T091/R,1T091|9,1T091|9|R,USAF 1T 1T091 (Superintendent) : Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Escape (SERE) Specialist Specialist REMOTELY PILOTED AIRCRAFT (RPA) (1U) Input or Helper Level Apprentice or Semiskilled Level Journeyman or Skilled Level Craftsman or Advanced Level Superintendent Level Chief Enlisted Manager Level Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) Remotely Piloted Aircraft (RPA) | Shred R: MQ-9,1t091:9:r:4a75a1121a
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1U100,1U1,00,Chief Enlisted Manager,cem,Pilot (RPA) Pilot (RPA) Pilot,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1U100,1U100,1U100,1U100|00,1U100|00|,USAF 1C 1U100 (Chief Enlisted Manager) : Pilot (RPA) Pilot (RPA) Pilot,1u100:00:_:af825cb921
shred,USAF,1T,AIRCREW PROTECTION,1U100,1U1,00,Chief Enlisted Manager,cem,Pilot (RPA) Pilot (RPA) Pilot,O,RQ-4,RQ-4,false,false,2,2025-04-30,EnlClassStructue.pdf,1U100,1U100/O,1U100/O,1U100|00,1U100|00|O,USAF 1T 1U100 (Chief Enlisted Manager) : Pilot (RPA) Pilot (RPA) Pilot | Shred O: RQ-4,1u100:00:o:21d9a283e8
shred,USAF,1T,AIRCREW PROTECTION,1U100,1U1,00,Chief Enlisted Manager,cem,Pilot (RPA) Pilot (RPA) Pilot,R,MQ-9,MQ-9,false,false,2,2025-04-30,EnlClassStructue.pdf,1U100,1U100/R,1U100/R,1U100|00,1U100|00|R,USAF 1T 1U100 (Chief Enlisted Manager) : Pilot (RPA) Pilot (RPA) Pilot | Shred R: MQ-9,1u100:00:r:0b7a57f9f0
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1U131,1U1,3,Apprentice/Semiskilled,apprentice,,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1U131,1U131,1U131,1U131|3,1U131|3|,USAF 1C 1U131 (Apprentice/Semiskilled) : ,1u131:3:_:7761428d4b
base,USAF,1C,COMMAND AND CONTROL SYSTEMS OPERATIONS,1U151,1U1,5,Journeyman/Skilled,journeyman,,,,,false,false,2,2025-04-30,EnlClassStructue.pdf,1U151,1U151,1U151,1U151|5,1U151|5|,USAF 1C 1U151 (Journeyman/Skilled) : ,1u151:5:_:42311a5885
base,USAF,1T,AIRCREW PROTECTION,1U171*,1U1,7,Craftsman/Advanced,craftsman,Remotely Piloted Aircraft (RPA) Pilot Pilot Pilot Remotely Piloted Aircraft Remotely Piloted Aircraft,,,,true,false,2,2025-04-30,EnlClassStructue.pdf,1U171,1U171,1U171*,1U171*|7,1U171*|7|,USAF 1T 1U171* (Craftsman/Advanced) : Remotely Piloted Aircraft (RPA) Pilot Pilot Pilot Remotely Piloted Aircraft Remotely Piloted Aircraft,1u171*:7:_:52fcaa88a4
