row_type,service,major_group_code,major_group_name,afsc_code,afsc_family,skill_level_num,skill_level_name,skill_tier,afsc_title,shred_code,shred_title,aircraft_tags,authorized_without_shredouts,is_data_mask,page,effective_date,source_file,afsc_code_plain,search_key_plain,search_key,join_key_afsc_skill,join_key_afsc_skill_shred,text,id
base,USAF,,,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,,,,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100,1A100,1A100|00,1A100|00|,USAF  1A100 (Chief Enlisted Manager) : Career Enlisted Aviator,1a100:00:_:a1668a385b
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,E,MC-130J Loadmaster,MC-130J,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/E,1A100/E,1A100|00,1A100|00|E,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred E: MC-130J Loadmaster,1a100:00:e:da311b970b
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,F,HH-60 Flight Engineer,HH-60,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/F,1A100/F,1A100|00,1A100|00|F,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred F: HH-60 Flight Engineer,1a100:00:f:caf9c8e098
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,G,MH-139 Flight Engineer,MH-139,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/G,1A100/G,1A100|00,1A100|00|G,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred G: MH-139 Flight Engineer,1a100:00:g:067ee6595e
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,H,C-146 Loadmaster,C-146,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/H,1A100/H,1A100|00,1A100|00|H,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred H: C-146 Loadmaster,1a100:00:h:6904754323
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,J,KC-10 Flight Engineer,KC-10,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/J,1A100/J,1A100|00,1A100|00|J,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred J: KC-10 Flight Engineer,1a100:00:j:313326f969
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,K,E-8 Flight Engineer,E-8,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/K,1A100/K,1A100|00,1A100|00|K,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred K: E-8 Flight Engineer,1a100:00:k:311f5cccb7
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,L,Communications Systems,,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/L,1A100/L,1A100|00,1A100|00|L,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred L: Communications Systems,1a100:00:l:864aae682a
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,N,C-130H Loadmaster,C-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/N,1A100/N,1A100|00,1A100|00|N,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred N: C-130H Loadmaster,1a100:00:n:e6d26feabe
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,O,EC-130H Flight Engineer,EC-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/O,1A100/O,1A100|00,1A100|00|O,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred O: EC-130H Flight Engineer,1a100:00:o:422652a3b1
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,P,LC-130H Loadmaster,LC-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/P,1A100/P,1A100|00,1A100|00|P,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred P: LC-130H Loadmaster,1a100:00:p:e9d7389a1f
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,Q,LC-130H Flight Engineer,LC-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/Q,1A100/Q,1A100|00,1A100|00|Q,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred Q: LC-130H Flight Engineer,1a100:00:q:4717565ede
shred,USAF,1A,AIRCREW OPERATIONS,1A100,1A1,00,Chief Enlisted Manager,cem,Career Enlisted Aviator,Z,Data Mask Special Mission,,false,true,1,2025-04-30,EnlClassStructue.pdf,1A100,1A100/Z,1A100/Z,1A100|00,1A100|00|Z,USAF 1A 1A100 (Chief Enlisted Manager) : Career Enlisted Aviator | Shred Z: Data Mask Special Mission,1a100:00:z:116599f4b1
base,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,,,,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132,1A132*,1A132*|3,1A132*|3|,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator,1a132*:3:_:3565456169
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,A,C-5 Flight Engineer,C-5,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/A,1A132*/A,1A132*|3,1A132*|3|A,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred A: C-5 Flight Engineer,1a132*:3:a:796baed2c0
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,B,C-5 Loadmaster,C-5,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/B,1A132*/B,1A132*|3,1A132*|3|B,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred B: C-5 Loadmaster,1a132*:3:b:84763f8115
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,C,C-17 Loadmaster,C-17,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/C,1A132*/C,1A132*|3,1A132*|3|C,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred C: C-17 Loadmaster,1a132*:3:c:ef74f13a6b
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,D,C-130J Loadmaster,C-130J,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/D,1A132*/D,1A132*|3,1A132*|3|D,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred D: C-130J Loadmaster,1a132*:3:d:37248176b3
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,E,WC-130J Loadmaster,WC-130J,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/E,1A132*/E,1A132*|3,1A132*|3|E,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred E: WC-130J Loadmaster,1a132*:3:e:4a9c0d664c
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,F,E-3 Flight Engineer,E-3,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/F,1A132*/F,1A132*|3,1A132*|3|F,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred F: E-3 Flight Engineer,1a132*:3:f:4137b4c440
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,G,KC-46 Boom Operator,KC-46,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/G,1A132*/G,1A132*|3,1A132*|3|G,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred G: KC-46 Boom Operator,1a132*:3:g:8417e6bbc2
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,H,KC-135 Boom Operator,KC-135,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/H,1A132*/H,1A132*|3,1A132*|3|H,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred H: KC-135 Boom Operator,1a132*:3:h:c6eb394e2c
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,I,KC-10 Boom Operator,KC-10,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/I,1A132*/I,1A132*|3,1A132*|3|I,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred I: KC-10 Boom Operator,1a132*:3:i:b6ae1fc639
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,J,KC-10 Flight Engineer,KC-10,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/J,1A132*/J,1A132*|3,1A132*|3|J,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred J: KC-10 Flight Engineer,1a132*:3:j:96c769f31d
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,K,E-8 Flight Engineer,E-8,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/K,1A132*/K,1A132*|3,1A132*|3|K,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred K: E-8 Flight Engineer,1a132*:3:k:ff8912a2ad
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,L,C-130H Flight Engineer,C-130H,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/L,1A132*/L,1A132*|3,1A132*|3|L,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred L: C-130H Flight Engineer,1a132*:3:l:5d8fab5838
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,N,C-130H Loadmaster,C-130H,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/N,1A132*/N,1A132*|3,1A132*|3|N,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred N: C-130H Loadmaster,1a132*:3:n:01a5597936
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,O,EC-130H Flight Engineer,EC-130H,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/O,1A132*/O,1A132*|3,1A132*|3|O,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred O: EC-130H Flight Engineer,1a132*:3:o:6a79198f6f
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,P,LC-130H Loadmaster,LC-130H,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/P,1A132*/P,1A132*|3,1A132*|3|P,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred P: LC-130H Loadmaster,1a132*:3:p:2294e4db6c
shred,USAF,1A,AIRCREW OPERATIONS,1A132*,1A1,3,Apprentice/Semiskilled,apprentice,Mobility Force Aviator,Q,LC-130H Flight Engineer,LC-130H,true,false,1,2025-04-30,EnlClassStructue.pdf,1A132,1A132/Q,1A132*/Q,1A132*|3,1A132*|3|Q,USAF 1A 1A132* (Apprentice/Semiskilled) : Mobility Force Aviator | Shred Q: LC-130H Flight Engineer,1a132*:3:q:ef04ab07c3
base,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,,,,true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133,1A133*,1A133*|3,1A133*|3|,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator,1a133*:3:_:231cd4b517
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,A,AC-130J Gunner,AC-130J,true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/A,1A133*/A,1A133*|3,1A133*|3|A,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred A: AC-130J Gunner,1a133*:3:a:914ab1ac46
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,B,CV-22 Flight Engineer,CV-22,true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/B,1A133*/B,1A133*|3,1A133*|3|B,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred B: CV-22 Flight Engineer,1a133*:3:b:6cedaedf58
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,C,UH-1N/TH-1H Flight Engineer,"TH-1H,UH-1N",true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/C,1A133*/C,1A133*|3,1A133*|3|C,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred C: UH-1N/TH-1H Flight Engineer,1a133*:3:c:9ff0153039
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,E,MC-130J Loadmaster,MC-130J,true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/E,1A133*/E,1A133*|3,1A133*|3|E,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred E: MC-130J Loadmaster,1a133*:3:e:9b9843bcee
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,F,HH-60 Flight Engineer,HH-60,true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/F,1A133*/F,1A133*|3,1A133*|3|F,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred F: HH-60 Flight Engineer,1a133*:3:f:62f92dff23
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,G,MH-139 Flight Engineer,MH-139,true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/G,1A133*/G,1A133*|3,1A133*|3|G,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred G: MH-139 Flight Engineer,1a133*:3:g:8c1b0d18db
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,H,C-146 Loadmaster,C-146,true,false,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/H,1A133*/H,1A133*|3,1A133*|3|H,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred H: C-146 Loadmaster,1a133*:3:h:5024c596dc
shred,USAF,1A,AIRCREW OPERATIONS,1A133*,1A1,3,Apprentice/Semiskilled,apprentice,Special Mission Aviator,Z,Data Mask Mobility Force Aviator,,true,true,1,2025-04-30,EnlClassStructue.pdf,1A133,1A133/Z,1A133*/Z,1A133*|3,1A133*|3|Z,USAF 1A 1A133* (Apprentice/Semiskilled) : Special Mission Aviator | Shred Z: Data Mask Mobility Force Aviator,1a133*:3:z:1f031f4de0
base,USAF,1A,AIRCREW OPERATIONS,1A134*,1A1,3,Apprentice/Semiskilled,apprentice,Multi-Domain Operations Aviator,,,,true,false,1,2025-04-30,EnlClassStructue.pdf,1A134,1A134,1A134*,1A134*|3,1A134*|3|,USAF 1A 1A134* (Apprentice/Semiskilled) : Multi-Domain Operations Aviator,1a134*:3:_:4b8ff751b8
shred,USAF,1A,AIRCREW OPERATIONS,1A134*,1A1,3,Apprentice/Semiskilled,apprentice,Multi-Domain Operations Aviator,C,E-9 Systems Operator,E-9,true,false,1,2025-04-30,EnlClassStructue.pdf,1A134,1A134/C,1A134*/C,1A134*|3,1A134*|3|C,USAF 1A 1A134* (Apprentice/Semiskilled) : Multi-Domain Operations Aviator | Shred C: E-9 Systems Operator,1a134*:3:c:9523558eb9
base,USAF,,,1A138,1A1,3,Apprentice/Semiskilled,apprentice,Executive Mission Aviator,,,,false,false,1,2025-04-30,EnlClassStructue.pdf,1A138,1A138,1A138,1A138|3,1A138|3|,USAF  1A138 (Apprentice/Semiskilled) : Executive Mission Aviator,1a138:3:_:fbf49c6501
shred,USAF,1A,AIRCREW OPERATIONS,1A138,1A1,3,Apprentice/Semiskilled,apprentice,Executive Mission Aviator,A,C-32/C-40 Flight Attendant,"C-32,C-40",false,false,1,2025-04-30,EnlClassStructue.pdf,1A138,1A138/A,1A138/A,1A138|3,1A138|3|A,USAF 1A 1A138 (Apprentice/Semiskilled) : Executive Mission Aviator | Shred A: C-32/C-40 Flight Attendant,1a138:3:a:a2d1a8b68f
shred,USAF,1A,AIRCREW OPERATIONS,1A138,1A1,3,Apprentice/Semiskilled,apprentice,Executive Mission Aviator,H,RQ-4 Sensor Operator,RQ-4,false,false,1,2025-04-30,EnlClassStructue.pdf,1A138,1A138/H,1A138/H,1A138|3,1A138|3|H,USAF 1A 1A138 (Apprentice/Semiskilled) : Executive Mission Aviator | Shred H: RQ-4 Sensor Operator,1a138:3:h:3b096ab418
shred,USAF,1A,AIRCREW OPERATIONS,1A138,1A1,3,Apprentice/Semiskilled,apprentice,Executive Mission Aviator,Y,General,,false,false,1,2025-04-30,EnlClassStructue.pdf,1A138,1A138/Y,1A138/Y,1A138|3,1A138|3|Y,USAF 1A 1A138 (Apprentice/Semiskilled) : Executive Mission Aviator | Shred Y: General,1a138:3:y:a126061718
base,USAF,,,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,,,,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152,1A152,1A152|5,1A152|5|,USAF  1A152 (Journeyman/Skilled) : Mobility Force Aviator,1a152:5:_:31a10d9c88
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,A,C-5 Flight Engineer,C-5,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/A,1A152/A,1A152|5,1A152|5|A,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred A: C-5 Flight Engineer,1a152:5:a:713fff30ab
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,B,C-5 Loadmaster,C-5,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/B,1A152/B,1A152|5,1A152|5|B,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred B: C-5 Loadmaster,1a152:5:b:54dd6090ae
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,C,C-17 Loadmaster,C-17,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/C,1A152/C,1A152|5,1A152|5|C,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred C: C-17 Loadmaster,1a152:5:c:6affb6623c
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,D,C-130J Loadmaster,C-130J,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/D,1A152/D,1A152|5,1A152|5|D,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred D: C-130J Loadmaster,1a152:5:d:f592750f03
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,E,WC-130J Loadmaster,WC-130J,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/E,1A152/E,1A152|5,1A152|5|E,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred E: WC-130J Loadmaster,1a152:5:e:4d3c393843
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,F,E-3 Flight Engineer,E-3,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/F,1A152/F,1A152|5,1A152|5|F,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred F: E-3 Flight Engineer,1a152:5:f:42dd64da72
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,G,KC-46 Boom Operator,KC-46,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/G,1A152/G,1A152|5,1A152|5|G,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred G: KC-46 Boom Operator,1a152:5:g:e5cedbab8f
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,H,KC-135 Boom Operator,KC-135,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/H,1A152/H,1A152|5,1A152|5|H,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred H: KC-135 Boom Operator,1a152:5:h:c5800ac2f8
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,I,KC-10 Boom Operator,KC-10,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/I,1A152/I,1A152|5,1A152|5|I,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred I: KC-10 Boom Operator,1a152:5:i:6600009170
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,J,KC-10 Flight Engineer,KC-10,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/J,1A152/J,1A152|5,1A152|5|J,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred J: KC-10 Flight Engineer,1a152:5:j:1281989d2b
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,K,E-8 Flight Engineer,E-8,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/K,1A152/K,1A152|5,1A152|5|K,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred K: E-8 Flight Engineer,1a152:5:k:bef6f389f6
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,L,C-130H Flight Engineer,C-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/L,1A152/L,1A152|5,1A152|5|L,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred L: C-130H Flight Engineer,1a152:5:l:bb08b15ea0
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,N,C-130H Loadmaster,C-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/N,1A152/N,1A152|5,1A152|5|N,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred N: C-130H Loadmaster,1a152:5:n:7e004c5349
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,O,EC-130H Flight Engineer,EC-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/O,1A152/O,1A152|5,1A152|5|O,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred O: EC-130H Flight Engineer,1a152:5:o:dad50e6ea1
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,P,LC-130H Loadmaster,LC-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/P,1A152/P,1A152|5,1A152|5|P,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred P: LC-130H Loadmaster,1a152:5:p:adf9d0daa2
shred,USAF,1A,AIRCREW OPERATIONS,1A152,1A1,5,Journeyman/Skilled,journeyman,Mobility Force Aviator,Q,LC-130H Flight Engineer,LC-130H,false,false,1,2025-04-30,EnlClassStructue.pdf,1A152,1A152/Q,1A152/Q,1A152|5,1A152|5|Q,USAF 1A 1A152 (Journeyman/Skilled) : Mobility Force Aviator | Shred Q: LC-130H Flight Engineer,1a152:5:q:5d5213d453
base,USAF,,,1A153,1A1,5,Journeyman/Skilled,journeyman,Special Mission Aviator,,,,false,false,1,2025-04-30,EnlClassStructue.pdf,1A153,1A153,1A153,1A153|5,1A153|5|,USAF  1A153 (Journeyman/Skilled) : Special Mission Aviator,1a153:5:_:cdc7ff4204
shred,USAF,1A,AIRCREW OPERATIONS,1A153,1A1,5,Journeyman/Skilled,journeyman,Special Mission Aviator,A,AC-130J Gunner,AC-130J,false,false,1,2025-04-30,EnlClassStructue.pdf,1A153,1A153/A,1A153/A,1A153|5,1A153|5|A,USAF 1A 1A153 (Journeyman/Skilled) : Special Mission Aviator | Shred A: AC-130J Gunner,1a153:5:a:847065398e
shred,USAF,1A,AIRCREW OPERATIONS,1A153,1A1,5,Journeyman/Skilled,journeyman,Special Mission Aviator,B,CV-22 Flight Engineer,CV-22,false,false,1,2025-04-30,EnlClassStructue.pdf,1A153,1A153/B,1A153/B,1A153|5,1A153|5|B,USAF 1A 1A153 (Journeyman/Skilled) : Special Mission Aviator | Shred B: CV-22 Flight Engineer,1a153:5:b:db5dd1f640
shred,USAF,1A,AIRCREW OPERATIONS,1A153,1A1,5,Journeyman/Skilled,journeyman,Special Mission Aviator,C,UH-1N/TH-1H Flight Engineer,"TH-1H,UH-1N",false,false,1,2025-04-30,EnlClassStructue.pdf,1A153,1A153/C,1A153/C,1A153|5,1A153|5|C,USAF 1A 1A153 (Journeyman/Skilled) : Special Mission Aviator | Shred C: UH-1N/TH-1H Flight Engineer,1a153:5:c:4ec8a14ff1
shred,USAF,1A,AIRCREW OPERATIONS,1A153,1A1,5,Journeyman/Skilled,journeyman,Special Mission Aviator,E,MC-130J Loadmaster,MC-130J,false,false,1,2025-04-30,EnlClassStructue.pdf,1A153,1A153/E,1A153/E,1A153|5,1A153|5|E,USAF 1A 1A153 (Journeyman/Skilled) : Special Mission Aviator | Shred E: MC-130J Loadmaster,1a153:5:e:c12fd5f4a3
shred,USAF,1A,AIRCREW OPERATIONS,1A153,1A1,5,Journeyman/Skilled,journeyman,Special Mission Aviator,F,HH-60 Flight Engineer,HH-60,false,false,1,2025-04-30,EnlClassStructue.pdf,1A153,1A153/F,1A153/F,1A153|5,1A153|5|F,USAF 1A 1A153 (Journeyman/Skilled) : Special Mission Aviator | Shred F: HH-60 Flight Engineer,1a153:5:f:7c2d29526c
